voiture_seul.e,jamais_avion,pret,vtms_second_main,vrac,produits_locaux,eteindre,baisse_temperature,vegetalien,linge,voiture_seul.e_qual,jamais_avion_qual,pret_qual,vtms_second_main_qual,vrac_qual,produits_locaux_qual,eteindre_qual,baisse_temperature_qual,vegetalien_qual,linge_qual,voiture_seul.e_texte,jamais_avion_texte,pret_texte,vtms_second_main_texte,vrac_texte,produits_locaux_texte,eteindre_texte,baisse_temperature_texte,vegetalien_texte,linge_texte,age,situation,residence,travail
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",1,4,2,4,3,3,0,1,5,4,"J'ai pas le permis
C'est triste tout ce carburant pour 1","Aucun vol intérieur, maximisation du train et bateau, mais je veux voir le monde. 8h de train seule ça me va, si je suis pas seule ça se choisit ensemble","J'ai pas le permis et vis hors de Rennes, les trajets sont généralement beaucoup trop longs. En général je joue plutôt les macgiver",Je suis très difficile sur les vêtements et j'aime pas jeter. Je préfère porter un jean très usé qu'en acheter un neuf,"Je ne le fais pas encore parce que je suis encore en récupération de contenants, et le problème c'est les supermarchés pas toujours adaptés pour apporter des bocaux ou quoi","Je suis très difficile sur la nourriture, me priver parfois ça peut me mettre en danger. Je limite un maximum les produits exotiques mais j'en prends de temps en temps",Peur d'un feu électrique et économie d'énergie,"Je préfère vivre dans le frais que le chaud, les pulls c'est pas fait pour décorer les armoires. Le problème c'est de le faire accepter aux autres","Je suis très difficile sur la bouffe, me priver de viande serait risqué, même si j'essaie de la limiter. Au resto, j'ai souvent le choix entre 1 plat, que je fais souvent modifier, alors pas de viande c'est non","Avant de vivre à Rennes, le sèche linge c'était que pour les serviettes de toilette. Maintenant j'ai plus l'espace et j'ai trop d'humidité pour pouvoir le faire",21,3,Principalement citadin,Etudiant
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",3,2,3,1,4,3,1,0,4,0,indépendance mais surtout rapidité et confort de vie,"voyager c'est sympa mais on pollue sacrément comme ça pour un déplacement finalement optionnel (contrairement, souvent, à la voiture)",pas trop contraignant,"personnellement le style est très secondaire alors des vêtements écologiques et moins chers, que demande le peuple. Seul contrainte  trouver la taille","nombre de produits n'existent pas en vrac ou pas centralisés (pleins de boutiques différentes à faire et hélas, on a tendance à manquer de temps)","le full navet en hiver, bon, voila mais on y survivra",peu d'impacte il me semble ? la mise en veille est performante je crois,on a tous un sweat en plus,"bon pour la planète, compliqué pour la santé (tout le monde n'est pas d'accord la dessus, certes) et surtout pour le confort de vie mais on peu déja limiter","par habitude, je le laisse sécher à l'air libre",24,3,Principalement citadin,Etudiant
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",3,4,1,4,1,3,1,1,4,1,"Mon travail ne me permet pas de le faire. En revanche pour le perso si c'est de temps en temps ce serait possible. Étant donné que le mot clé étant ""jamais"" ici j'ai indiqué ne pas être capable de le faire ",Pour les courts voyages je prends le temps mais notre planète a tellement de belles choses à nous montrer qu'il serait dommage de ne pas les voir sous prétexte qu'on prend l'avion maximum une fois par an et encore. De plus ce moyen de trajet reste cher ce n'est pas tout le monde qui peut se le permettre ,Ce serait l'une des choses les plus simples à mettre en place. Si on voit le côté économique c'est un bonus puisque le système de prêt revient bien souvent à moins cher que l'achat d'un objet neuf qui va peut nous servir et qui aura eu comme conséquence de piocher dans les ressources de la planète ,Le mot clé étant uniquement ici. Le fait est que certaines personnes comme moi n'ont pas une taille conforme et ne peuvent donc acheter que certains modèles. Si en plus le choix devait être limité cela compliquerait énormément le fait de s'habiller. La solution serait plutôt de pousser les gens à garder leurs affaires le plus longtemps possible et non pas jeter ou autre au bout de quelques mois ,On peut de plus prendre les quantité qu'on veut ce qui évite le gâchis. Transporter ses contenants n'a rien de très contraignant ,Je serais capable de le faire si ce n'était pas uniquement du local. Devoir baisser sa consommation de fruits exotiques tout à fait y renoncer totalement non. Surtout que je prends mon cas personnel mais je suis assez difficile niveau fruits surtout en hiver d'où le fait que je mange beaucoup d'exotiques ,Je le fais déjà à chaque vacances. Un rappel sur le téléphone pour éviter d'oublier et ca finit par devenir une habitude ,Je le fais déjà chez moi. On peut ajouter à ça une programmation des radiateurs donc baisser de 2 ou 3 degrés quand on n'est pas à la maison et chauffer 1h avant d'arriver. ,"Je préfère personnellement le régime flexitarien de la qualité mais moins souvent. Les pâturages pour les animaux domestiques présentent un intérêt assez élevé pour la biodiversité les arrêter ou réduire fortement pourraient avoir un impact sur certaines espèces sauvages. A penser également que si le monde entier devenait végétarien, la consommation de céréales et plantes seraient la même donc déforestation et disparition de milieux à la faveurs de cultures etc...",Pas de sèche linge à la maison donc déjà en place. Plus économique moins energivore. De toute façon tous les vêtements ne vont pas forcément au seche linge donc son utilité est moindre,26,3,Principalement citadin,Avec un emploi
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",4,5,1,0,1,2,0,0,4,1,le trajet passe plus vite à plusieurs mais accompagné d'un sentiment de contrainte et de perte de Liberté quabd on doit tout le temps s'adapter à l emploi du temps de quelqu'un d autre. ,"Avantages monétaires et gain de temps par rapport au train, à la voiture ou au bus. Surtout lorqu'on se rend souvent à l'étranger pour voir de la famille. ",Bénéfice de ne pas devoir acheter quelque chose dont on ne se sert casiment pas donc gain d'argent et d'espace quand on a un petit appartement,"Avantages économiques et environnementaux, de toute façon je ne trouve pas de vêtements qui me plaisent en magasin ou sur internet en général non plus. ",J'oublie toujours d'amener mes contenants... Pas encore super commun dans les supermarchés ou en général assez cher ,Assez contraignant de devoir se priver mais on peut toujours remplacer par quelque chose de local,Ça permet aussi d'éviter d'endommager les appareils sur le long terme et réduit le risque d'incendie lorsqu'on part en vacances ,"Les plaids, c'est doux et confortable. ","Faisable par périodes, mais s'y tenir strictement implique de devoir se supplémenter et de se priver sur de trop longues periodes pour moi. ","J'ai toujours eu l'habitude d'entendre le linge chez moi ou mon appartement, ça permet aussi d'humidifier l'air ambiant quand on a des petits problèmes respiratoires. ",21,2,Principalement citadin,Etudiant
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",2,4,0,5,4,5,0,4,5,1,"Bénéfice : rembourse une partie du trajet avec bla bla car, ne pas être seule
Contrainte: stress avec le temps, détours potentiels","Bénéfice : bien pour la planète
Contrainte : voyages très limites!","Bénéfice: moins cher, pas s'embêter à acheter
Contraintes: devoir le rapporter à une date précise",Les vêtements de seconde main sont trop difficiles à trouver et il faut bien s'acheter des sous vêtements neufs ,Certains produits sont obligés d'avoir des emballages cela permet de les conserver plus longtemps et de les protéger. Je suis d'accord par contre pour certains produits,Produits locaux en majorité mais quelques fruits exotiques pour la diversité du repas,C'est super bien ça économise de l'électricité en plus,"Il fait déjà froid chez moi 
Je dirai plutôt diminuer le chauffage et faire de la cheminée à la place","Besoin de viande, poisson ou oeufs lait pour avoir une bonne nutrition.
Bénéfice moins d'émissions de ges
Solution diminuer la conso de viande mais pas arrêt",Très bien sauf pour les serviettes qui n'ont plus la même texture,22,3,Principalement rural,Etudiant
"Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire",3,2,1,1,0,3,3,5,5,4,Pas de voiture,J'aime voyager mais rarement ,J'achete peu de matériel que j'utilise rarement,J'achete peu de vêtements quand je le fais j'aime acheter certains t shirt spécifiques ,J'achete ce dont j'ai besoin peu importe l'emballage je prends le premier que je vois ,J'achete par habitude dans certains rayons donc juste contrainte de flemme,Je n'eteins jamais ma box wifi par flemme pareil pour mon téléphone je m'en sers toujours ,C'est déjà comme ça chez moi de base c'est horrible mais c'est la vie ,J'aime trop la viande ,Le sèche linge est beaucoup trop pratique ,22,3,Principalement citadin,Etudiant
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",4,3,1,4,3,3,1,2,5,0,Contraintes professionnelles,Contraintes du voyage de longue distance,Bénéfices économique et pratique,Ne sais pas,Pas pratique,"Bénéfices des entreprises locale
Contraintes de certains plaisirs fruités",Écologie,Écologie,Contrainte sociétale et contrainte de certains plaisirs des repas,Aucune contrainte,21,3,Principalement rural,Etudiant
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire",3,3,2,2,1,2,1,1,2,0,"Je ne prends la voiture que très rarement, lorsque je rentre chez mes parents, donc je peux transporter mes parents ou des amis lorsque j'ai besoin de conduire ","Je limite au maximum les voyages en avion, mais pour une césure à l'étranger (Canada) il n'y a pas le choix
Dans presque tous les cas, je remplace par le bateau ou le train ce qui suffit pour voyager occasionnellement",Cest moins cher et il y a des moyens de le faire sans aller trop loin pour une ville telle que rennes,"Cest plus facile de trouver des magasins avec des vêtements neufs ou de commander sur internet, mais je vais essayer de faire un peu des deux","C'est moins cher, et les magasins sont de mieux en mieux équipés","Cest moins cher, et on soutient les producteurs locaux, il suffit d'adapter son alimentation ","Avec une multiprise a interrupteur, cest très simple et rapide","On se couvre de toute facon en hiver, mais ca peut être un problème si l'appartement est humide","Je suis végétarienne, il y a de plus en plus de solutions pour manger en extérieur même pour les vegans et cest facile quand on cuisine soi même","Pas la place de mettre un sèche linge dans un appart étudiant, mais dans un appart humide cest embêtant ",20,4,Principalement citadin,Etudiant
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",1,4,1,0,4,4,1,0,4,0,Possible car on peut facilement trouver des gens empruntant le même trajet que soit de manière journalière et que c’est pas un changement monstre à faire. Les contraintes seraient la difficulté de trouver une entente sur le trajet (faire des detours par exemple) ou encore le fait d’être prêt à parfois passer plus de temps pour aller au travail ou rentrer chez soi. Il faut aussi faire confiance (covoiturage fait parfois peur),Essayer au minimum de prendre l’avion est faisable mais cela limite vite les possibilités. Cela impliquerait de rester sur le même continent (certains trajets impossibles en bateau ou beaucoup trop longs) et aujourd’hui cela me semble irréalisable (du moins personnellement) ,"Il me semble parfois plus facile d’emprunter des choses plutôt que de les acheter. Mais il faut tout de même penser que l’on doit être prêt à utiliser quelque chose appartenant aux autres, faire confiance et ne pas avoir directement l’objet en question sous la main. ","Acheter en seconde main est aujourd’hui de plus en plus facile et souvent moins cher. Certes, on ne trouve pas toujours exactement ce qu’on veut mais il y a beaucoup plus de choix aujourd’hui applications , friperie. Cela est seulement parfois dérangeant pour certains types de vêtements sous-vêtements, chaussures, tenues de sport","Cela demande beaucoup d’organisation, de temps surtout au début je pense et cela implique de changer ses habitudes alimentaires pas de nourriture transformée. Cela est réalisable mais demande plus de réflexion et également de cuisiner plus même si bénéfique au final pour la santé et l’environnement ",Difficile pour certaines occasions où on est tenté d’acheter des fruits exotiques par exemple. Mais au vu du prix on en achète de toute façon rarement ,C’est assez facile et pas très long à faire mais il faut juste y penser (se mettre une alarme ou autre),Pas compliqué du tout personnellement. Je n’y vois pas de réelle contrainte ,Difficile d’arrêter le fromage et demande de se supplementer à côté pour éviter les carences.  ,Je n’ai jamais utilisé un sèche linge ,19,4,Principalement citadin,Etudiant
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",2,5,1,4,4,2,0,3,4,0,Moins d’émission de dioxyde de carbone,Famille à l’étranger et désir de vivre à l’étranger ,Coûte moins cher,Achat de certaines choses en seconde main mais pas tout,Il faut trouver les magasins qui vendent beaucoup de vrac ,Revient moins cher ,Simple a faire ,Il fait déjà froid chez moi ,Difficile à changer ,Habitude depuis toujours,21,4,Principalement citadin,Etudiant
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",4,3,1,2,1,2,0,2,5,0,"J'habite dans un petit village donc beaucoup de trajet ou personne ne va mais si l'opportunité se présente c'est toujours mieux d'emmener quelqu'un surtout pour les longs trajets
Mais je ne pense pas que ce soit possible tout le temps",Possible mais contraignant pour certains trajets comme pour aller à l'étranger pour faire un stage il faut prévoir et avoir des alternatives,"Il ne faut pas que le trajet soit trop long 
Économie d'argent 
Pas besoin de stocker","Bénéfice économique
Climat","Pas contraignant sur un marché de producteur
Certains produits peuvent être difficiles à trouver sans emballages notamment hygiéniques et médical
Nécessite du temps pour cuisiner",Difficile de se passer de produits qu'on a l'habitude de manger chocolat,Faut juste y penser,"Économie
Dure de régler si on a un chauffage avec cheminée",Passer de viande possible mais pas de tous les produits animaux,"Économie (1 euro par séchage) 
Faut juste un épandage
Linge moins frossé
Demande un peu plus de temps",20,3,Principalement citadin,Etudiant
"Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire",3,1,1,1,0,0,0,0,2,0,contrainte émission de GES par le transport individuel et manque de flexibilté bénéfice convivialité,"voyager local, découvrir les pays proches, slow tourisme plus responsable et moins ""consommateur"", voyager en train","partage, solidarité, convivialité, rencontres vs achats compulsifs, encombrement","choisir des vêtements qui me plaisent vraiment et que je vais porter longtemps, vêtements déjà utilisés = pas d'empreinte carbone pour la production, réutiliser ce qui existe déjà"," achats en fonction des produits disponibles, moins de produits alimentaires transformés, plus local et circuit-court, des jolies étagères pleines de bocaux plutôt que d'emballages plastiques avec des packaging , plus simple, plus sobre","satisfaction de savoir d'où vient le produit, comment il a été réalisé cultivé, transformé donc transparence ! lien au territoire et au terroir, apprécier les produits qui poussent chez soi, soutenir les petits producteurs, limiter les transports","bénéfice : ce qui consomme moins d'énergie, coûte aussi moins cher"," c'est l'occasion de sortir ses magnifiques chaussettes en laine et de se balader en pled, on apprécie d'autant plus une douche chaude ","réduire les émissions de GES qui proviennent de l'élevage, mettre fin à la souffrance animale et à l'élevage visant l'exploitation et la mort d'animaux et souvent réaliser dans des conditions pas ouf
substituer avec des aliments d'origine végétale moins locaux, mettre à mal une filière qui peut être locale, responsable et respectueuse des animaux et permettre la gestion des paysages et de la biodiversité, possibilité de carence","pratique, esthétique et économique ! mais il faut avoir une pièce séparée de sa cuisine pour étendre le linge ou ne pas faire d'oignons le temps que ça sèche ",21,3,Principalement citadin,Etudiant
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",3,2,2,3,3,3,2,2,4,1,J'ai trop besoin d'une liberté de circulation  et de pouvoir aller où je veux quand je veux,Je prends déjà rarement l'avion cela ne changerait pas grand chose. Mais le mot jamais utilisé dans la question n'est pas ce lui que j'aurais utilisé ,Cela pourrait éviter la surproduction de partager du matériel ,J'aime me vêtir selon mes goûts ,J'essaie de le faire pour certains produits pourquoi pas l'étendre à une grande majorité ,J'essaie d'acheter local mais les prix sont souvent prohibitif pour des budgets serrés.  ,C'est une question de bon sens,Réduction des coûts ,J'ai déjà réduit ma consommation de produits animal mais je ne souhaite pas passer au tout végétal car j'aime certains produits animalier,Je l'applique deja,53,3,Principalement citadin,Avec un emploi
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",3,2,1,3,4,4,3,3,5,2,"Faire des trajets courts et communs à plusieurs (aller faire des courses, aller au travail...) est quelque chose de facile à mettre en place (et m'intéresse plus) et apporte beaucoup de bénéfices (environnementaux, économiques...), cependant en cas de trajet très spécifique où trouver quelqu'un pour du covoiturage est trop difficile (situation assez rare mais existante), alors faire le trajet seul est envisageable","L'avion étant très polluant, le limiter au maximum est assez facile à décider (faire un maximum de trajets en train ou en covoit). Mais prendre l'avion de manière exceptionnelle (max 1 fois tous les 3 ans) peut néanmoins s'envisager","Si des personnes du voisinage (contexte résidence étudiante) ont l'objet, je n'ai aucun intérêt à acheter. Et si personne ne l'a, j'achète uniquement en dernier recours, et j'accepte également de prêter le matériel à d'autres","Accéder à des vêtements de seconde main est assez difficile, j'achète cependant des vêtements qui peuvent tenir plusieurs années",Beaucoup de produits sont tout simplement introuvables en vrac pour le moment,Acheter localement a un fort impact sur la réduction des émissions de GES,"Si tout est centralisé (type multiprise), le geste est très facile, et lors d'un départ en vacances ça sécurise aussi (plus de risques de surtension ou autre)","Lorsque le thermostat est facile à régler, garder l'habitat à 18,5°C est facile, peu embêtant et fait beaucoup d'économies","Je préfère limiter les produits de type viande (sans les interdire totalement), tout en sélectionnant autant que possible la qualité, le local et l'impact environnemental (donc plus réduire la viande bovine que la volaille","Facile à faire quand on a assez de place chez soi (et que c'est autorisé), avec de très grosses économies d'énergie",20,3,Principalement citadin,Etudiant
